"id","region","state","locality","site_name","latitude","longitude","protection","popularity","length_sca","n_marinas_","size","marina_id","ocean_acce","land_acces","accessibil","geometry"
252,"Mexican Pacific","COLIMA","REVILLAGIGEDO","FONDEADERO",19.2814405,-110.8134995,"Not take zone","3","0.278194355","0","3","17","0.278194355","9.375","2.608072076",c(-110.8134995, 19.2814405)
253,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","FONDEADERO_ESTE",29.187128,-118.257272,"Into MPA","2","0.524803605","0","1","95","0.524803605","1.25","0.656004506",c(-118.257272, 29.187128)
254,"Gulf of Mexico","VERACRUZ","COATZACOALCOS","FONDO_SECO",18.204316,-94.420611,"Not protected","4","2.655488877","0.689655172","1","7","3.345144049","4.375","14.63500521",c(-94.420611, 18.204316)
255,"Gulf of Mexico","VERACRUZ","VERACRUZ","FOSA_CATEDRALES",19.20640361,-96.07395257,"Into MPA","1","2.780211439","1.896551724","3","6","4.676763163","7.5","35.07572372",c(-96.07395257, 19.20640361)
256,"Gulf of Mexico","VERACRUZ","VERACRUZ","FOSA_DE_ISLA_VERDE",19.19944665,-96.06420767,"Into MPA","1","2.702148923","1.896551724","3","6","4.598700647","7.5","34.49025485",c(-96.06420767, 19.19944665)
257,"Gulf of Mexico","VERACRUZ","VERACRUZ","FOSITA_DE_CATEDRALES",19.20503458,-96.0737758,"Into MPA","1","2.780211439","1.896551724","3","6","4.676763163","7.5","35.07572372",c(-96.0737758, 19.20503458)
258,"Mexican Pacific","COLIMA","MANZANILLO","FRAILES",19.07697846,-104.3928892,"Not protected","7","2.94794745","0.689655172","1","208","3.637602622","8.125","29.55552131",c(-104.3928892, 19.07697846)
259,"Northwest Mexico","SONORA","GUAYMAS","FRENCHIE'S_COVE",27.93701533,-111.0915806,"Not protected","6","3.358811516","1.206896552","3","43","4.565708068","8.125","37.09637805",c(-111.0915806, 27.93701533)
260,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","G_SPOT",18.27289892,-87.79431146,"Into MPA","2","2.86164409","0.344827586","1","89","3.206471676","5","16.03235838",c(-87.79431146, 18.27289892)
261,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","GALERAS",25.742757,-111.046611,"Into MPA","5","1.888149872","0","0","133","1.888149872","1.25","2.36018734",c(-111.046611, 25.742757)
262,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","GARDEN",18.69331416,-87.38733475,"Into MPA","6","2.160654441","0.172413793","1","406","2.333068234","1.875","4.374502938",c(-87.38733475, 18.69331416)
263,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","GARRAFON",20.7096676,-86.98372256,"Into MPA","15","3.331023801","1.551724138","2","382","4.882747939","6.875","33.56889208",c(-86.98372256, 20.7096676)
264,"Mexican Pacific","GUERRERO","IXTAPA","GATAS",17.6230833,-101.551641,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-101.551641, 17.6230833)
265,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","GAVILANES",22.929588,-109.809996,"Not protected","4","2.275150273","0.344827586","3","17","2.619977859","9.375","24.56229243",c(-109.809996, 22.929588)
266,"Mexican Pacific","GUERRERO","IXTAPA","GODORNIA",17.62579798,-101.5699684,"Not protected","7","3.709585217","0.862068966","2","93","4.571654182","8.75","40.0019741",c(-101.5699684, 17.62579798)
267,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","GORDO_BANKS",22.982495,-109.491503,"Not protected","13","1.962810082","0.172413793","3","23","2.135223875","9.375","20.01772383",c(-109.491503, 22.982495)
268,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","GORGONIAN_FLATS",20.475433,-86.991418,"Into MPA","4","3.89781056","2.931034483","3","396","6.828845043","9.375","64.02042228",c(-86.991418, 20.475433)
269,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","GORGONIAS",20.436821,-87.277389,"Into MPA","3","2.69128743","0.862068966","0","387","3.553356396","6.875","24.42932522",c(-87.277389, 20.436821)
270,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","GRAMPIN",21.14096603,-86.73687397,"Into MPA","30","3.898958632","5","1","379","8.898958632","6.875","61.1803406",c(-86.73687397, 21.14096603)
271,"Mexican Pacific","OAXACA","HUATULCO","GUERILLA",15.76455612,-96.08109225,"Not protected","8","2.862014605","0.344827586","3","40","3.206842192","8.75","28.05986918",c(-96.08109225, 15.76455612)
272,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","HALF_MOON",20.413763,-87.299528,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-87.299528, 20.413763)
273,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","HALF_MOON_DEEP",20.39874,-87.298446,"Into MPA","1","3.602482107","0.689655172","0","387","4.29213728","6.875","29.5084438",c(-87.298446, 20.39874)
274,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","HANAN",20.525694,-86.741564,"Into MPA","3","2.060921879","0.517241379","1","389","2.578163258","8.125","20.94757647",c(-86.741564, 20.525694)
275,"Mexican Pacific","GUERRERO","ACAPULCO","HAWAII",16.821116,-99.900484,"Not protected","1","3.086486884","0.344827586","3","26","3.43131447","9.375","32.16857316",c(-99.900484, 16.821116)
276,"Northwest Mexico","SONORA","GUAYMAS","HIASYSTACK",27.90998767,-110.9708256,"Not protected","4","3.178631819","1.896551724","0","66","5.075183543","8.125","41.23586629",c(-110.9708256, 27.90998767)
277,"Northwest Mexico","SONORA","GUAYMAS","HIMALAYA",28.148131,-111.316354,"Not protected","4","1.916351154","0","0","146","1.916351154","1.25","2.395438942",c(-111.316354, 28.148131)
278,"Northwest Mexico","SONORA","GUAYMAS","HIMALAYA_NORTE",28.14805556,-111.3161111,"Not protected","1","1.916351154","0","0","146","1.916351154","1.25","2.395438942",c(-111.3161111, 28.14805556)
279,"Gulf of Mexico","VERACRUZ","VERACRUZ","HOGADO_3",19.21807025,-96.05640461,"Into MPA","1","2.546432295","1.896551724","3","6","4.442984019","7.5","33.32238015",c(-96.05640461, 19.21807025)
280,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","HON_NA",18.46078113,-87.72825407,"Into MPA","1","1.904082001","0","1","409","1.904082001","5","9.520410004",c(-87.72825407, 18.46078113)
281,"Northwest Mexico","SONORA","GUAYMAS","HONEYMOON_ISLAND",27.94736756,-111.0315352,"Not protected","7","3.179944631","1.896551724","3","148","5.076496355","8.75","44.41934311",c(-111.0315352, 27.94736756)
282,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","IGLESIA",20.374682,-87.319762,"Into MPA","2","4.110575232","0.862068966","0","400","4.972644197","6.875","34.18692886",c(-87.319762, 20.374682)
283,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","IGLESIAS",20.489867,-105.555732,"Not protected","1","2.819272882","0.517241379","0","203","3.336514261","5","16.68257131",c(-105.555732, 20.489867)
284,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","IGLESIAS",21.124082,-86.739985,"Into MPA","2","3.390568025","4.827586207","1","379","8.218154232","6.875","56.49981035",c(-86.739985, 21.124082)
285,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","INAH",20.55571,-87.137223,"Into MPA","19","3.197162843","2.75862069","2","39","5.955783533","6.25","37.22364708",c(-87.137223, 20.55571)
286,"Gulf of Mexico","VERACRUZ","VERACRUZ","INGENIERO",19.213601,-96.121071,"Into MPA","1","3.456625414","1.724137931","3","6","5.180763345","7.5","38.85572509",c(-96.121071, 19.213601)
287,"Gulf of Mexico","VERACRUZ","VERACRUZ","INICIO_CATEDRALES",19.20593432,-96.07332436,"Into MPA","1","2.728575717","1.896551724","3","6","4.625127441","7.5","34.68845581",c(-96.07332436, 19.20593432)
288,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","INOCENTES",23.77866192,-110.7198352,"Not protected","1","1.332279576","0","0","116","1.332279576","5","6.661397882",c(-110.7198352, 23.77866192)
289,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_ADELAIDA",28.67095212,-114.2797727,"Into MPA","1","2.790195866","0.172413793","2","98","2.962609659","1.25","3.703262074",c(-114.2797727, 28.67095212)
290,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_ALCATRAZ",29.16887974,-113.6062817,"Into MPA","1","1.833497771","0","2","140","1.833497771","5","9.167488856",c(-113.6062817, 29.16887974)
291,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLA_ASUNCION",27.11586965,-114.2958932,"Into MPA","1","3.167378098","0.344827586","1","108","3.512205685","1.875","6.585385658",c(-114.2958932, 27.11586965)
292,"Northwest Mexico","NAYARIT","PENITA_DE JALTEMBA","ISLA_CANGREJO",21.048717,-105.275218,"Not protected","3","3.127305605","0.689655172","0","199","3.816960777","6.875","26.24160534",c(-105.275218, 21.048717)
293,"Northwest Mexico","NAYARIT","PENITA_DE JALTEMBA","ISLA_CORAL",21.039084,-105.277389,"Not protected","4","3.390501552","0.689655172","0","199","4.080156724","6.875","28.05107748",c(-105.277389, 21.039084)
294,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_CORONADITO",29.099579,-113.527646,"Into MPA","3","2.084084849","0.172413793","2","140","2.256498642","5","11.28249321",c(-113.527646, 29.099579)
295,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLA_CRECIENTE",24.34216092,-111.5600993,"Not protected","1","1.247990042","0","1","77","1.247990042","6.25","7.799937761",c(-111.5600993, 24.34216092)
296,"Northwest Mexico","SONORA","GUAYMAS","ISLA_DE_CARDONES",27.974981,-111.120856,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-111.120856, 27.974981)
297,"Gulf of Mexico","VERACRUZ","VERACRUZ","ISLA_DE_ENMEDIO",19.07708365,-95.8468117,"Into MPA","16","2.191283081","0.862068966","0","302","3.053352046","7.5","22.90014035",c(-95.8468117, 19.07708365)
298,"Northwest Mexico","SINALOA","MAZATLAN","ISLA_DE_LOBOS",23.184078,-106.439943,"Not protected","1","3.066121116","0.517241379","3","10","3.583362496","8.75","31.35442184",c(-106.439943, 23.184078)
299,"Northwest Mexico","SINALOA","MAZATLAN","ISLA_DE_LOS_CHIVOS",23.186823,-106.435992,"Not protected","1","3.128202588","0.517241379","0","194","3.645443967","8.75","31.89763471",c(-106.435992, 23.186823)
300,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_EL_MUERTO",30.1024822,-114.5389226,"Not protected","1","1.045215404","0","3","79","1.045215404","5","5.226077018",c(-114.5389226, 30.1024822)
301,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_ENCANTADA",30.02147749,-114.4527788,"Not protected","1","0.987844322","0","3","79","0.987844322","5","4.939221612",c(-114.4527788, 30.02147749)
302,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_ESTANQUE",29.06045561,-113.0922041,"Into MPA","1","1.463348201","0","2","140","1.463348201","5","7.316741006",c(-113.0922041, 29.06045561)
303,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_GRANITO",29.5677226,-113.537073,"Into MPA","1","1.28585196","0","2","140","1.28585196","5","6.4292598",c(-113.537073, 29.5677226)
304,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_GUADALUPE",29.200926,-118.240363,"Into MPA","17","0.529934274","0","1","95","0.529934274","1.25","0.662417843",c(-118.240363, 29.200926)
305,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","ISLA_HABANA",25.12979312,-110.8615286,"Not protected","1","1.789407594","0","0","132","1.789407594","1.25","2.236759493",c(-110.8615286, 25.12979312)
306,"Mexican Pacific","GUERRERO","IXTAPA","ISLA_IXTAPA",17.674304,-101.660893,"Not protected","1","3.333773873","0.862068966","1","214","4.195842838","8.125","34.09122306",c(-101.660893, 17.674304)
307,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_LA_VENTANA",28.99889684,-113.5011338,"Into MPA","1","2.526847215","0.172413793","2","140","2.699261008","5","13.49630504",c(-113.5011338, 28.99889684)
308,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_LOBOS",30.04896455,-114.4745808,"Not protected","1","1.006348523","0","3","79","1.006348523","5","5.031742614",c(-114.4745808, 30.04896455)
309,"Gulf of Mexico","VERACRUZ","NARANJOS","ISLA_LOBOS",21.46949,-97.231694,"Into MPA","13","1.767783323","0.172413793","1","276","1.940197116","7.5","14.55147837",c(-97.231694, 21.46949)
310,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","ISLA_MAGDALENA",24.87849992,-112.2977554,"Not protected","1","1.778264869","0.172413793","1","77","1.950678662","6.25","12.19174164",c(-112.2977554, 24.87849992)
311,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_MEJIA",29.58121901,-113.5860291,"Into MPA","1","1.287008531","0","2","140","1.287008531","5","6.435042653",c(-113.5860291, 29.58121901)
312,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","ISLA_MORENA",25.24791587,-110.9211142,"Not protected","1","1.647115731","0","0","133","1.647115731","1.25","2.058894664",c(-110.9211142, 25.24791587)
313,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLA_NATIVIDAD",27.89760218,-115.2223045,"Into MPA","2","2.089083874","0.172413793","2","37","2.261497667","0","0",c(-115.2223045, 27.89760218)
314,"Northwest Mexico","JALISCO","BAHIA_DE CHAMELA","ISLA_PAJARERA",19.556969,-105.116044,"Not protected","3","2.937924691","0.344827586","0","205","3.282752278","1.875","6.155160521",c(-105.116044, 19.556969)
315,"Northwest Mexico","SINALOA","MAZATLAN","ISLA_PAJAROS",23.25805,-106.473701,"Not protected","3","3.166736464","0.517241379","3","64","3.683977843","9.375","34.53729228",c(-106.473701, 23.25805)
316,"Northwest Mexico","SONORA","HERMOSILLO","ISLA_PATOS",29.270932,-112.460486,"Not protected","2","1.826612404","0","0","142","1.826612404","2.5","4.566531011",c(-112.460486, 29.270932)
317,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_PESCADOR",28.92449816,-113.38273,"Into MPA","1","2.042073029","0.172413793","2","140","2.214486822","5","11.07243411",c(-113.38273, 28.92449816)
318,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","ISLA_RASA",28.81344573,-112.9784924,"Not take zone","1","1.36288576","0","2","140","1.36288576","5","6.8144288",c(-112.9784924, 28.81344573)
319,"Gulf of Mexico","VERACRUZ","VERACRUZ","ISLA_SACRIFICIOS",19.17705188,-96.09230617,"Into MPA","15","2.848653045","1.896551724","3","6","4.74520477","7.5","35.58903577",c(-96.09230617, 19.17705188)
320,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_SAN_GERONIMO",29.786587,-115.788492,"Into MPA","4","2.330978664","0.172413793","2","96","2.503392457","0","0",c(-115.788492, 29.786587)
321,"Northwest Mexico","SONORA","PUERTO_PENASCO","ISLA_SAN_JORGE",31.018,-113.24413,"Not protected","7","1.582312337","0","3","41","1.582312337","3.75","5.933671265",c(-113.24413, 31.018)
322,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_SAN_LUIS",29.98710186,-114.4111831,"Not protected","1","0.964649782","0","3","79","0.964649782","5","4.823248908",c(-114.4111831, 29.98710186)
323,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_SAN_MARTIN",30.483277,-116.099194,"Into MPA","5","2.191502181","0.172413793","1","95","2.363915974","1.25","2.954894968",c(-116.099194, 30.483277)
324,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLA_SAN_ROQUE",27.15196246,-114.3789003,"Not take zone","1","2.876434025","0.344827586","0","107","3.221261611","0","0",c(-114.3789003, 27.15196246)
325,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLA_SANTA_INES",27.04196599,-111.9030962,"Not protected","1","2.087883453","0.172413793","0","137","2.260297246","4.375","9.888800452",c(-111.9030962, 27.04196599)
326,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLA_SANTA_MARGARITA",24.299806,-111.715187,"Not protected","2","1.291546596","0","1","77","1.291546596","6.25","8.072166224",c(-111.715187, 24.299806)
327,"Gulf of Mexico","VERACRUZ","VERACRUZ","ISLA_SANTIAGUILLO",19.13940756,-95.79447869,"Into MPA","14","1.936603577","0.344827586","0","302","2.281431163","7.5","17.11073373",c(-95.79447869, 19.13940756)
328,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ISLA_TODOS_SANTOS",31.79864,-116.789638,"Into MPA","2","2.221003163","0.862068966","3","46","3.083072128","8.125","25.04996104",c(-116.789638, 31.79864)
329,"Gulf of Mexico","VERACRUZ","VERACRUZ","ISLA_TOPATILLO",19.14489594,-95.80720885,"Not take zone","13","1.955752578","0.689655172","0","302","2.645407751","7.5","19.84055813",c(-95.80720885, 19.14489594)
330,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLA_TORTUGA",27.43194109,-111.9044443,"Not protected","1","1.697936396","0","1","45","1.697936396","3.125","5.306051237",c(-111.9044443, 27.43194109)
331,"Northwest Mexico","SINALOA","MAZATLAN","ISLA_VENADOS",23.238416,-106.463435,"Not protected","1","2.921973499","0.517241379","3","64","3.439214879","9.375","32.24263949",c(-106.463435, 23.238416)
332,"Gulf of Mexico","VERACRUZ","VERACRUZ","ISLA_VERDE",19.20299049,-96.0686668,"Into MPA","17","2.728575717","1.896551724","3","6","4.625127441","7.5","34.68845581",c(-96.0686668, 19.20299049)
333,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","ISLOTE",23.407997,-109.413338,"Not take zone","52","2.896238461","0.172413793","0","117","3.068652254","4.375","13.42535361",c(-109.413338, 23.407997)
334,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","ISLOTE_DE_LA_VACA",26.06196194,-111.0875911,"Into MPA","5","1.831138975","0","3","63","1.831138975","7.5","13.73354231",c(-111.0875911, 26.06196194)
335,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLOTE_GALLINA",24.45681656,-110.3829638,"Into MPA","1","1.979656366","0.172413793","3","29","2.152070159","5.625","12.10539465",c(-110.3829638, 24.45681656)
336,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLOTE_GALLO",24.46730467,-110.3875701,"Into MPA","1","1.93511221","0.172413793","3","29","2.107526003","5.625","11.85483377",c(-110.3875701, 24.46730467)
337,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","ISLOTE_LA_PITAYA",26.63543782,-113.122855,"Not take zone","1","1.524273306","0","0","112","1.524273306","1.875","2.858012449",c(-113.122855, 26.63543782)
338,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLOTE_LOBERA_PARDITO",24.85333475,-110.5818248,"Not protected","1","2.173917654","0.344827586","0","132","2.518745241","1.25","3.148431551",c(-110.5818248, 24.85333475)
339,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","ISLOTE_PAUQUINO",25.03468004,-112.1503132,"Into MPA","1","2.060394522","0.172413793","1","115","2.232808316","3.75","8.373031183",c(-112.1503132, 25.03468004)
340,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","ISLOTE_SAN_GIL",25.08390323,-112.1447756,"Not protected","1","2.255458086","0.172413793","1","115","2.427871879","3.75","9.104519547",c(-112.1447756, 25.08390323)
341,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","ISLOTE_TIBURON",21.23742901,-86.75153282,"Into MPA","3","3.21289447","4.827586207","3","24","8.040480677","9.375","75.37950634",c(-86.75153282, 21.23742901)
342,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","ISLOTE_YUNQUE",21.27711091,-86.75531651,"Into MPA","3","2.680014412","4.482758621","3","24","7.162773032","9.375","67.15099718",c(-86.75531651, 21.27711091)
343,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLOTES",24.598886,-110.399175,"Not take zone","72","1.696178061","0","0","131","1.696178061","1.25","2.120222576",c(-110.399175, 24.598886)
344,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","ISLOTES",20.560701,-87.134397,"Into MPA","13","3.390201876","2.75862069","2","39","6.148822565","6.25","38.43014103",c(-87.134397, 20.560701)
345,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","ISLOTES_SUR",24.598863,-110.401532,"Not protected","50","1.703869227","0","0","131","1.703869227","1.25","2.129836534",c(-110.401520965627, 24.5985442102116)
346,"Mexican Pacific","GUERRERO","ACAPULCO","JARDIN",16.823598,-99.915911,"Not protected","1","3.018385701","0.344827586","3","26","3.363213287","9.375","31.53012457",c(-99.915911, 16.823598)
347,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","JARDIN",18.71102885,-87.70428658,"Into MPA","2","4.104786783","0.517241379","1","408","4.622028162","7.5","34.66521122",c(-87.70428658, 18.71102885)
348,"Gulf of Mexico","VERACRUZ","VERACRUZ","JARDIN_DEL_BLANQUIZAL",19.22113389,-96.05386375,"Into MPA","1","2.496792651","1.724137931","3","6","4.220930582","7.5","31.65697936",c(-96.05386375, 19.22113389)
349,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","JARDINERA_DE_LA_ESPERANZA",21.028627,-86.781451,"Into MPA","2","3.89876897","4.655172414","1","380","8.553941383","8.75","74.8469871",c(-86.781451, 21.028627)
350,"Mexican Pacific","OAXACA","HUATULCO","JARDINES",15.71237883,-96.16961011,"Into MPA","11","2.575922425","0.344827586","3","226","2.920750011","8.75","25.5565626",c(-96.16961011, 15.71237883)
351,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","JARDINES",20.6240446,-87.01892853,"Not protected","54","2.875004603","2.24137931","0","384","5.116383913","8.125","41.57061929",c(-87.01892853, 20.6240446)
352,"Mexican Pacific","OAXACA","HUATULCO","JERINGA",15.71765318,-96.15931846,"Into MPA","11","2.678218985","0.344827586","3","226","3.023046572","8.75","26.4516575",c(-96.15931846, 15.71765318)
353,"Mexican Pacific","OAXACA","HUATULCO","JICARAL",15.69900859,-96.20746891,"Into MPA","16","2.298917197","0.344827586","3","226","2.643744784","8.75","23.13276686",c(-96.20746891, 15.69900859)
354,"Yucatan Peninsula","QUINTANA_ROO","BANCO_CHINCHORROS","KAI_HA",18.56899022,-87.42272517,"Into MPA","8","2.334893793","0.172413793","1","406","2.507307586","1.875","4.701201723",c(-87.42272517, 18.56899022)
355,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","KEYHOLE",32.42987289,-117.2955036,"Into MPA","3","1.919960924","0","2","36","1.919960924","7.5","14.39970693",c(-117.2955036, 32.42987289)
356,"Mexican Pacific","COLIMA","MANZANILLO","L_RECIF",19.054069,-104.334176,"Not protected","1","3.196398423","0.689655172","3","8","3.886053595","9.375","36.43175246",c(-104.334176, 19.054069)
357,"Gulf of Mexico","VERACRUZ","VERACRUZ","LA_BLANCA",19.08979036,-95.99859962,"Not take zone","13","3.064917772","1.896551724","0","300","4.961469496","6.875","34.11010279",c(-95.99859962, 19.08979036)
358,"Gulf of Mexico","VERACRUZ","VERACRUZ","LA_BLANQUILLA",19.2280978,-96.09869918,"Into MPA","11","2.909695193","1.724137931","3","6","4.633833124","7.5","34.75374843",c(-96.09869918, 19.2280978)
359,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","LA_BOCANA",26.79351207,-113.7305797,"Into MPA","1","3.228561471","0.344827586","0","111","3.573389058","0","0",c(-113.7305797, 26.79351207)
360,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","LA_BUFADORA",31.72384244,-116.7395041,"Not protected","5","2.689402762","0.689655172","0","94","3.379057934","4.375","14.78337846",c(-116.7395041, 31.72384244)
361,"Northwest Mexico","SONORA","GUAYMAS","LA_CAVERNA",27.95960914,-111.3807678,"Not protected","7","1.874130465","0","1","147","1.874130465","5.625","10.54198387",c(-111.3807678, 27.95960914)
362,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","LA_CEIBA",20.519435,-86.951054,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-86.951054, 20.519435)
363,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","LA_FRANCESA",20.349227,-87.02578,"Into MPA","68","3.243394812","2.068965517","1","390","5.312360329","6.25","33.20225206",c(-87.02578, 20.349227)
364,"Gulf of Mexico","VERACRUZ","VERACRUZ","LA_GALLEGUILLA",19.23304345,-96.12374868,"Into MPA","10","2.977794567","1.206896552","3","6","4.184691118","7.5","31.38518339",c(-96.12374868, 19.23304345)
365,"Gulf of Mexico","VERACRUZ","VERACRUZ","LA_GRINGA",19.22854228,-96.12863718,"Into MPA","10","3.030272595","1.206896552","3","6","4.237169146","7.5","31.7787686",c(-96.12863718, 19.22854228)
366,"Northwest Mexico","SONORA","GUAYMAS","LA_GRINGA_1",27.88521632,-110.9552783,"Not protected","4","2.834339709","1.896551724","0","66","4.730891434","8.125","38.4384929",c(-110.9552783, 27.88521632)
367,"Northwest Mexico","SONORA","GUAYMAS","LA_GRINGA_2",27.87607899,-110.9529126,"Not protected","4","2.721078779","1.896551724","0","66","4.617630503","8.125","37.51824784",c(-110.9529126, 27.87607899)
368,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","LA_HERRADURA",21.11019855,-86.74350387,"Not protected","14","3.278062681","4.827586207","2","367","8.105648888","8.75","70.92442777",c(-86.74350387, 21.11019855)
369,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","LA_PUNTA",26.069546,-112.30496,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-112.30496, 26.069546)
370,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","LA_REINITA",25.73948447,-111.044925,"Into MPA","5","1.900023131","0","0","133","1.900023131","1.25","2.375028914",c(-111.044925, 25.73948447)
371,"Mexican Pacific","GUERRERO","ACAPULCO","LA_ROQUETA",16.824804,-99.900713,"Not protected","1","3.193908553","0.344827586","3","26","3.538736139","9.375","33.17565131",c(-99.900713, 16.824804)
372,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","LA_TORTUGA",20.39224998,-87.31203297,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-87.31203297, 20.39224998)
373,"Northwest Mexico","SONORA","GUAYMAS","LA_VENTANA",27.976803,-111.389417,"Not protected","9","1.854173741","0","1","147","1.854173741","5.625","10.42972729",c(-111.389417, 27.976803)
374,"Yucatan Peninsula","QUINTANA_ROO","TULUM","LABERINTOS",20.192606,-87.418587,"Into MPA","1","3.276501761","0.172413793","0","401","3.448915554","7.5","25.86686665",c(-87.418587, 20.192606)
375,"Mexican Pacific","GUERRERO","IXTAPA","LAGO_IXTAPA",17.65249,-101.611895,"Not protected","2","3.388425227","0.689655172","3","58","4.078080399","8.75","35.6832035",c(-101.611895, 17.65249)
376,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","LAGRIMAS",26.10368207,-111.2606638,"Into MPA","6","2.260003617","0.172413793","3","63","2.43241741","7.5","18.24313057",c(-111.2606638, 26.10368207)
377,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","LAGUNA_HUACH",18.51306118,-87.75392888,"Into MPA","1","1.928584276","0","1","408","1.928584276","7.5","14.46438207",c(-87.75392888, 18.51306118)
