"id","region","state","locality","site_name","latitude","longitude","protection","popularity","length_sca","n_marinas_","size","marina_id","ocean_acce","land_acces","accessibil","geometry"
124,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CANNONS",20.482627,-86.773372,"Into MPA","3","1.923652248","1.206896552","1","389","3.1305488","8.125","25.435709",c(-86.773372, 20.482627)
125,"Mexican Pacific","COLIMA","REVILLAGIGEDO","CA<U+FFFD>ON",19.297213,-110.806728,"Not take zone","11","0.283233556","0","3","17","0.283233556","9.375","2.655314592",c(-110.806728, 19.297213)
126,"Gulf of Mexico","VERACRUZ","VERACRUZ","CA<U+FFFD>ON_DE_JUAREZ",19.22819116,-96.06229248,"Into MPA","1","2.549912465","1.724137931","3","6","4.274050396","7.5","32.05537797",c(-96.06229248, 19.22819116)
127,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","CA<U+FFFD>ONES",18.31107267,-87.8118846,"Into MPA","2","2.908458716","0.344827586","1","409","3.253286303","5","16.26643151",c(-87.8118846, 18.31107267)
128,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","CA<U+FFFD>ONES_CABRILLA",20.39615026,-87.30084161,"Into MPA","7","3.602482107","0.689655172","0","387","4.29213728","6.875","29.5084438",c(-87.30084161, 20.39615026)
129,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CANTAREL",20.522322,-86.944972,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-86.944972, 20.522322)
130,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","CANTIL",23.434309,-109.414791,"Not take zone","46","2.624093518","0.172413793","0","117","2.796507311","4.375","12.23471949",c(-109.414791, 23.434309)
131,"Gulf of Mexico","VERACRUZ","VERACRUZ","CAOMEX",19.22083333,-96.05245,"Into MPA","1","2.511769747","1.724137931","3","6","4.235907678","7.5","31.76930758",c(-96.05245, 19.22083333)
132,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","CAPITAN_LAFFITE",20.713185,-86.947044,"Into MPA","7","3.018773363","1.379310345","2","382","4.398083708","6.875","30.23682549",c(-86.947044, 20.713185)
133,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CARDONA",20.381932,-87.027143,"Into MPA","32","3.897658536","2.068965517","1","391","5.966624053","5.625","33.5622603",c(-87.027143, 20.381932)
134,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","CARDONAL",23.776415,-109.698226,"Not protected","1","2.347055387","0.344827586","1","119","2.691882973","6.25","16.82426858",c(-109.698226, 23.776415)
135,"Northwest Mexico","JALISCO","COSTA_CAREYES","CAREYES",19.426943,-105.03672,"Not protected","3","3.68575042","0.344827586","1","206","4.030578006","3.75","15.11466752",c(-105.03672, 19.426943)
136,"Mexican Pacific","COLIMA","MANZANILLO","CARRIZALES",19.0938811,-104.4341671,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-104.4341671, 19.0938811)
137,"Mexican Pacific","OAXACA","PUERTO_ESCONDIDO","CARRIZALILLO",15.859549,-97.079449,"Not protected","1","4.09608746","0.344827586","0","224","4.440915047","9.375","41.63357856",c(-97.079449, 15.859549)
138,"Mexican Pacific","GUERRERO","ACAPULCO","CASA_DEL_ARABE",16.828111,-99.915743,"Not protected","1","3.05652571","0.344827586","3","26","3.401353297","9.375","31.88768716",c(-99.915743, 16.828111)
139,"Mexican Pacific","GUERRERO","ACAPULCO","CASA_DEL_FABRI",16.831956,-99.918229,"Not protected","1","2.940489317","0.344827586","3","26","3.285316903","9.375","30.79984597",c(-99.918229, 16.831956)
140,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","CASCADAS_ARENA",22.878545,-109.898992,"Into MPA","15","3.728597076","0.172413793","3","17","3.90101087","9.375","36.5719769",c(-109.898992, 22.878545)
141,"Northwest Mexico","SONORA","GUAYMAS","CASCALITAS",27.97469475,-111.3788795,"Not protected","2","1.895019072","0","1","147","1.895019072","5.625","10.65948228",c(-111.3788795, 27.97469475)
142,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","CASINO_POINT",32.39030306,-117.2385992,"Into MPA","5","2.125893036","0.172413793","2","36","2.298306829","7.5","17.23730122",c(-117.2385992, 32.39030306)
143,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","CASITAS",23.403539,-109.414811,"Not take zone","24","2.970875","0.172413793","0","117","3.143288793","4.375","13.75188847",c(-109.414811, 23.403539)
144,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CATEDRAL",20.292225,-87.020792,"Not take zone","11","2.497460119","1.379310345","1","390","3.876770463","6.25","24.2298154",c(-87.020792, 20.292225)
145,"Northwest Mexico","SONORA","GUAYMAS","CAVE",27.958699,-111.365516,"Not protected","10","1.905489048","0","1","147","1.905489048","5.625","10.7183759",c(-111.365516, 27.958699)
146,"Gulf of Mexico","VERACRUZ","VERACRUZ","CEMENTERIOS",19.16980746,-95.87291366,"Into MPA","1","2.106973254","0.862068966","0","301","2.969042219","7.5","22.26781664",c(-95.87291366, 19.16980746)
147,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","CEREBROS",20.62753101,-87.05909187,"Into MPA","50","4.111498515","2.24137931","1","383","6.352877825","8.75","55.58768097",c(-87.05909187, 20.62753101)
148,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","CERRO_COLORADO",22.991613,-109.716543,"Not protected","2","2.455676044","0.172413793","3","23","2.628089837","9.375","24.63834222",c(-109.716543, 22.991613)
149,"Yucatan Peninsula","QUINTANA_ROO","TULUM","CHAC_CHI_REEF",20.161413,-87.435691,"Into MPA","1","2.755343769","0.172413793","0","401","2.927757562","7.5","21.95818172",c(-87.435691, 20.161413)
150,"Mexican Pacific","OAXACA","HUATULCO","CHACHACUAL",15.703334,-96.197363,"Into MPA","7","2.359350596","0.344827586","3","226","2.704178182","8.75","23.6615591",c(-96.197363, 15.703334)
151,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CHANCANAAB",20.452897,-86.993969,"Into MPA","79","3.588776686","2.931034483","1","395","6.519811169","8.75","57.04834772",c(-86.993969, 20.452897)
152,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CHANKANNAB_BOLONES",20.445717,-86.999644,"Into MPA","11","3.197058895","2.931034483","1","395","6.128093378","8.75","53.62081706",c(-86.999644, 20.445717)
153,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CHEN_RIO",20.38059,-86.874811,"Into MPA","25","1.760542756","2.24137931","1","390","4.001922066","6.25","25.01201291",c(-86.874811, 20.38059)
154,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","CHILENO",22.946031,-109.803661,"Not protected","13","2.213425439","0.344827586","3","17","2.558253026","9.375","23.98362212",c(-109.803661, 22.946031)
155,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","CHIMINEA",18.23237493,-87.82795829,"Into MPA","4","2.789650913","0.344827586","1","89","3.134478499","5","15.67239249",c(-87.82795829, 18.23237493)
156,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","CHIMO",20.481298,-105.586843,"Not protected","23","3.506106923","0.344827586","0","203","3.85093451","5","19.25467255",c(-105.586843, 20.481298)
157,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CHITALES",21.16585297,-86.73564477,"Into MPA","27","2.998863184","5","1","379","7.998863184","6.875","54.99218439",c(-86.73564477, 21.16585297)
158,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","CHOLLA",26.04829117,-111.1760192,"Into MPA","5","2.087096873","0.172413793","3","63","2.259510666","7.5","16.94632999",c(-111.1760192, 26.04829117)
159,"Gulf of Mexico","VERACRUZ","VERACRUZ","CHOPAS",19.08123158,-95.95356645,"Into MPA","13","2.876668506","1.724137931","0","301","4.600806437","7.5","34.50604828",c(-95.95356645, 19.08123158)
160,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CHUCHOS",21.141798,-86.709485,"Into MPA","5","2.977663783","4.827586207","1","379","7.80524999","6.875","53.66109368",c(-86.709485, 21.141798)
161,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","CHUM_CHACAAB_REEF",20.288268,-87.019141,"Not take zone","59","2.463960511","1.379310345","1","390","3.843270856","6.25","24.02044285",c(-87.019141, 20.288268)
162,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","CHUNZUMBUL",20.65784369,-86.97601318,"Into MPA","59","2.585985082","2.24137931","2","382","4.827364393","6.875","33.1881302",c(-86.97601318, 20.65784369)
163,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","CHUNZUMBUL_REEF",20.65784369,-86.97601318,"Into MPA","1","2.585985082","2.24137931","2","382","4.827364393","6.875","33.1881302",c(-86.97601318, 20.65784369)
164,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","CICU",23.426558,-109.417035,"Not take zone","2","2.652406377","0.172413793","0","117","2.82482017","4.375","12.35858824",c(-109.417035, 23.426558)
165,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","CIUDAD_UNDIDA",18.35896501,-87.78335065,"Into MPA","2","2.378622949","0.344827586","1","409","2.723450535","5","13.61725268",c(-87.78335065, 18.35896501)
166,"Mexican Pacific","COLIMA","REVILLAGIGEDO","CLARION",18.341422,-114.687326,"Not take zone","6","0","0","3","17","0","9.375","0",c(-114.687326, 18.341422)
168,"Mexican Pacific","COLIMA","MANZANILLO","CLUB_DE_YATES",19.1015967,-104.3507808,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-104.3507808, 19.1015967)
169,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","COCO_BEACH",20.610376,-87.078705,"Into MPA","4","3.506340266","2.586206897","1","34","6.092547163","8.125","49.5019457",c(-87.078705, 20.610376)
170,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","COFRE",20.807978,-86.885774,"Not protected","8","3.127222356","0.517241379","3","71","3.644463735","7.5","27.33347801",c(-86.885774, 20.807978)
171,"Gulf of Mexico","VERACRUZ","VERACRUZ","COLAS_DE_GATO",19.22183783,-96.05368836,"Into MPA","1","2.496792651","1.724137931","3","6","4.220930582","7.5","31.65697936",c(-96.05368836, 19.22183783)
172,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","COLOMITOS",20.516622,-105.322874,"Not protected","9","4.111096323","1.034482759","0","88","5.145579082","9.375","48.23980389",c(-105.322874, 20.516622)
173,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","COLORADA",28.15370613,-115.361912,"Into MPA","1","1.827235635","0.172413793","2","37","1.999649428","0","0",c(-115.361912, 28.15370613)
174,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","COLUMBIA_DEEP",20.31222,-87.02528,"Not take zone","38","2.67312256","1.551724138","1","390","4.224846698","6.25","26.40529186",c(-87.02528, 20.31222)
175,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","COLUMBIA_REEF",20.31222,-87.02528,"Not take zone","80","2.67312256","1.551724138","1","390","4.224846698","6.25","26.40529186",c(-87.02528, 20.31222)
176,"Northwest Mexico","BAJA_CALIFORNIA SUR","MULEGE","CONTRABANDO",27.40581896,-112.2959975,"Into MPA","1","2.95037698","0.517241379","1","139","3.467618359","3.125","10.83630737",c(-112.2959975, 27.40581896)
177,"Yucatan Peninsula","QUINTANA_ROO","TULUM","COQUITOS",20.237534,-87.387933,"Into MPA","2","2.718071352","0.517241379","0","401","3.235312732","7.5","24.26484549",c(-87.387933, 20.237534)
178,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","CORAL_GARDEN",18.22750947,-87.78915769,"Into MPA","3","2.593005071","0.344827586","1","89","2.937832657","5","14.68916328",c(-87.78915769, 18.22750947)
179,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","CORBETE<U+FFFD>A",20.71617309,-105.5842856,"Not protected","22","2.404646572","0.344827586","3","73","2.749474158","8.75","24.05789888",c(-105.5842856, 20.71617309)
180,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","CORONADITO",29.096397,-113.530829,"Into MPA","2","2.084084849","0.172413793","2","140","2.256498642","5","11.28249321",c(-113.530829, 29.096397)
181,"Northwest Mexico","BAJA_CALIFORNIA","TIJUANA","CORONADO_NORTE",32.43796618,-117.2653076,"Into MPA","7","1.974312897","0.172413793","2","36","2.14672669","7.5","16.10045018",c(-117.2653076, 32.43796618)
182,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","CORONADO_PUNTA_BLANCA",26.137812,-111.265291,"Not protected","2","2.126226254","0.172413793","3","63","2.298640047","7.5","17.23980035",c(-111.265291, 26.137812)
183,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","CORONADO_PUNTA_ESTE",29.074067,-113.502283,"Into MPA","2","2.136494303","0.172413793","2","140","2.308908096","5","11.54454048",c(-113.502283, 29.074067)
184,"Northwest Mexico","BAJA_CALIFORNIA","BAHIA DE LOS ANGELES","CORONADO_TIJERETAS",29.037442,-113.489783,"Into MPA","2","2.289239698","0.172413793","2","140","2.461653491","5","12.30826746",c(-113.489783, 29.037442)
185,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","CORONADOS_REEF",32.37758333,-117.2073,"Into MPA","2","2.255751669","0.172413793","2","36","2.428165463","7.5","18.21124097",c(-117.2073, 32.37758333)
186,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","CORRALITO",24.413737,-110.355639,"Into MPA","1","2.159163043","0.344827586","3","29","2.503990629","5.625","14.08494729",c(-110.355639, 24.413737)
187,"Mexican Pacific","GUERRERO","ACAPULCO","CORSARIO",16.833073,-99.893961,"Not protected","1","3.202722748","0.344827586","3","26","3.547550334","9.375","33.25828438",c(-99.893961, 16.833073)
188,"Gulf of Mexico","VERACRUZ","VERACRUZ","COSTILLA",19.1361111,-95.7961111,"Into MPA","1","1.936603577","0.344827586","0","302","2.281431163","7.5","17.11073373",c(-95.7961111, 19.1361111)
189,"Mexican Pacific","OAXACA","HUATULCO","COYOTE",15.682997,-96.240984,"Not protected","5","2.131046837","0.344827586","3","226","2.475874424","8.75","21.66390121",c(-96.240984, 15.682997)
190,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CRUZ",21.20147,-86.716173,"Into MPA","8","2.939922889","5","3","24","7.939922889","9.375","74.43677709",c(-86.716173, 21.20147)
191,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","CRUZ_DE_LA_BAHIA",21.20016644,-86.71108749,"Into MPA","3","2.912586154","5","3","24","7.912586154","9.375","74.1804952",c(-86.71108749, 21.20016644)
192,"Northwest Mexico","JALISCO","BAHIA_DE NATIVIDAD","CUASTECOMATES",19.227894,-104.817985,"Not protected","3","2.325885609","0.344827586","0","207","2.670713195","6.875","18.36115322",c(-104.817985, 19.227894)
193,"Gulf of Mexico","VERACRUZ","VERACRUZ","CUBERA",19.14768246,-95.83516408,"Into MPA","1","2.030225553","0.862068966","0","302","2.892294519","7.5","21.69220889",c(-95.83516408, 19.14768246)
194,"Gulf of Mexico","VERACRUZ","VERACRUZ","CUBITOS",19.13969844,-95.83446671,"Into MPA","1","2.043328174","0.862068966","0","302","2.905397139","7.5","21.79047855",c(-95.83446671, 19.13969844)
195,"Yucatan Peninsula","QUINTANA_ROO","ISLA_MUJERES","CUEVA_DE_LA_BAHIA",21.2023026,-86.71359831,"Into MPA","3","2.939922889","5","3","24","7.939922889","9.375","74.43677709",c(-86.71359831, 21.2023026)
196,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVA_DE_TIBURONES",21.135866,-86.264484,"Into MPA","9","1.502715944","0","1","379","1.502715944","6.875","10.33117212",c(-86.264484, 21.135866)
197,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVA_DEL_ARCO",21.136441,-86.327835,"Into MPA","5","1.589616477","0","1","379","1.589616477","6.875","10.92861328",c(-86.327835, 21.136441)
198,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","CUEVA_DEL_PARGO",20.73746436,-86.95370198,"Not protected","29","3.064779841","1.034482759","2","382","4.099262599","6.875","28.18243037",c(-86.95370198, 20.73746436)
199,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVA_LOS_POSIBLES",21.156849,-86.32407,"Into MPA","4","1.571487259","0","1","379","1.571487259","6.875","10.80397491",c(-86.32407, 21.156849)
200,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVAS_AFUERA",21.12836123,-86.71560429,"Into MPA","27","3.019970107","4.827586207","1","379","7.847556314","6.875","53.95194966",c(-86.71560429, 21.12836123)
201,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVE<U+FFFD>OS",21.146601,-86.742445,"Into MPA","2","3.685640139","5","1","379","8.685640139","6.875","59.71377595",c(-86.742445, 21.146601)
202,"Mexican Pacific","COLIMA","REVILLAGIGEDO","CUEVITAS_REV",19.303268,-110.795453,"Not take zone","2","0.284440682","0","3","17","0.284440682","9.375","2.666631389",c(-110.795453, 19.303268)
203,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","CUEVONES",21.164858,-86.72954,"Into MPA","10","2.968582421","5","1","379","7.968582421","6.875","54.78400414",c(-86.72954, 21.164858)
204,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","DEDO_NEPTUNO",22.877203,-109.895233,"Into MPA","29","3.499458101","0.172413793","3","17","3.671871894","9.375","34.42379901",c(-109.895233, 22.877203)
205,"Northwest Mexico","SONORA","GUAYMAS","DEER_ISLAND",27.95491645,-111.1193596,"Not protected","6","3.247658333","0.689655172","1","147","3.937313505","5.625","22.14738847",c(-111.1193596, 27.95491645)
206,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","DEVIL'S_JAW",20.54663106,-105.2918422,"Not protected","1","2.885340619","1.034482759","0","88","3.919823377","9.375","36.74834416",c(-105.2918422, 20.54663106)
207,"Yucatan Peninsula","QUINTANA_ROO","XCALAK","DO<U+FFFD>A_NICA",18.32679391,-87.80629481,"Into MPA","2","2.707352233","0.344827586","1","409","3.052179819","5","15.2608991",c(-87.80629481, 18.32679391)
208,"Northwest Mexico","SONORA","PUERTO_PENASCO","DON'S_TUB",31.335114,-113.636336,"Not protected","1","2.982729218","0.344827586","1","141","3.327556805","2.5","8.318892011",c(-113.636336, 31.335114)
209,"Yucatan Peninsula","QUINTANA_ROO","TULUM","DREAM_REEF",20.246191,-87.378813,"Into MPA","2","2.592817375","0.517241379","0","401","3.110058755","7.5","23.32544066",c(-87.378813, 20.246191)
210,"Gulf of Mexico","VERACRUZ","VERACRUZ","DUENDES",19.14159777,-95.81080888,"Not take zone","1","1.968469794","0.689655172","0","302","2.658124967","7.5","19.93593725",c(-95.81080888, 19.14159777)
211,"Yucatan Peninsula","YUCATAN","MERIDA","DZILAM_DE_BRAVO",21.406607,-88.89524,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-88.89524, 21.406607)
212,"Northwest Mexico","SONORA","GUAYMAS","EAGLE_ROCK",27.93376389,-111.064107,"Not protected","6","3.520821884","1.896551724","3","148","5.417373608","8.75","47.40201907",c(-111.064107, 27.93376389)
213,"Gulf of Mexico","VERACRUZ","VERACRUZ","EL_ANCLA",19.16782381,-95.87254031,"Into MPA","1","2.114443779","0.862068966","0","301","2.976512744","7.5","22.32384558",c(-95.87254031, 19.16782381)
214,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","EL_CA<U+FFFD>ON_ARCOS",20.54758,-105.293994,"Not protected","3","2.843964222","1.034482759","0","88","3.878446981","9.375","36.36044045",c(-105.293994, 20.54758)
215,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","EL_CA<U+FFFD>ON_PC",20.621757,-87.057062,"Into MPA","1","3.60305118","2.413793103","1","383","6.016844283","8.75","52.64738748",c(-87.057062, 20.621757)
216,"Mexican Pacific","GUERRERO","IXTAPA","EL_CHATO",17.64956773,-101.622053,"Not protected","6","3.388431084","0.689655172","3","58","4.078086257","8.75","35.68325475",c(-101.622053, 17.64956773)
217,"Northwest Mexico","SONORA","HERMOSILLO","EL_CHOYUDO",28.73784167,-112.3032333,"Not protected","5","1.678997658","0","0","143","1.678997658","3.125","5.246867681",c(-112.3032333, 28.73784167)
218,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","EL_ESFUERZO",20.6348,-87.0563,"Into MPA","1","4.428385198","2.24137931","0","384","6.669764509","8.125","54.19183663",c(-87.0563, 20.6348)
219,"Mexican Pacific","GUERRERO","IXTAPA","EL_FARO",17.61315524,-101.5573659,"Not protected","7","3.586255433","0.862068966","1","215","4.448324399","8.75","38.92283849",c(-101.5573659, 17.61315524)
220,"Mexican Pacific","GUERRERO","ACAPULCO","EL_GUANO",16.822562,-99.917302,"Not protected","2","3.018385701","0.344827586","3","26","3.363213287","9.375","31.53012457",c(-99.917302, 16.822562)
221,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","EL_ISLOTE",20.278842,-86.973994,"Not take zone","NA","NA","NA","NA","NA","NA","NA","NA",c(-86.973994, 20.278842)
222,"Yucatan Peninsula","QUINTANA_ROO","COZUMEL","EL_MIRADOR",20.34222,-86.897313,"Into MPA","21","1.866398045","2.068965517","1","390","3.935363562","6.25","24.59602226",c(-86.897313, 20.34222)
223,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","EL_MORRO",20.67365342,-105.6753305,"Not protected","30","1.97789815","0.172413793","3","73","2.150311943","8.75","18.8152295",c(-105.6753305, 20.67365342)
224,"Mexican Pacific","GUERRERO","ACAPULCO","EL_MORRO_AC",16.854511,-99.867123,"Not protected","1","2.779612239","0.344827586","3","26","3.124439825","9.375","29.29162336",c(-99.867123, 16.854511)
225,"Northwest Mexico","NAYARIT","PUERTO_VALLARTA","EL_MORRO_MAR",21.66928,-106.677159,"Into MPA","1","0.983058897","0","0","195","0.983058897","4.375","4.300882675",c(-106.677159, 21.66928)
226,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","EL_PARDITO",24.85060568,-110.5774991,"Not protected","1","2.165755181","0.344827586","0","131","2.510582767","1.25","3.138228459",c(-110.5774991, 24.85060568)
227,"Northwest Mexico","JALISCO","PUERTO_VALLARTA","EL_SEQUEDAL",20.74100302,-105.5856541,"Not protected","10","2.471785594","0.344827586","3","73","2.81661318","8.75","24.64536533",c(-105.5856541, 20.74100302)
228,"Yucatan Peninsula","QUINTANA_ROO","CANCUN","EL_TUNEL",21.14667573,-86.72712229,"Into MPA","27","3.340972835","5","1","379","8.340972835","6.875","57.34418824",c(-86.72712229, 21.14667573)
229,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","EL_UVERO",19.06631775,-87.54688149,"Into MPA","1","1.764026159","0","1","405","1.764026159","0.625","1.102516349",c(-87.54688149, 19.06631775)
230,"Northwest Mexico","BAJA_CALIFORNIA","ENSENADA","ENSENADA",31.858537,-116.624528,"Not protected","1","4.166046556","0.689655172","3","5","4.855701728","8.75","42.48739012",c(-116.624528, 31.858537)
231,"Northwest Mexico","SONORA","GUAYMAS","ENSENADA_GRANDE",28.0560685,-111.2435427,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-111.2435427, 28.0560685)
232,"Mexican Pacific","OAXACA","HUATULCO","ENTREGA",15.74797052,-96.12740101,"Not protected","14","4.077676111","0.344827586","3","226","4.422503698","8.75","38.69690735",c(-96.12740101, 15.74797052)
233,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","ERRADURA",20.38181,-87.320691,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-87.320691, 20.38181)
234,"Northwest Mexico","BAJA_CALIFORNIA SUR","LOS_CABOS","ESCALERA",23.045429,-109.672404,"Not protected","2","3.456369335","0.172413793","3","23","3.628783128","9.375","34.01984182",c(-109.672404, 23.045429)
235,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","ESCALONES",18.72210485,-87.69857884,"Into MPA","NA","NA","NA","NA","NA","NA","NA","NA",c(-87.69857884, 18.72210485)
236,"Yucatan Peninsula","QUINTANA_ROO","PUERTO_AVENTURAS","ESCUELA",20.497038,-87.219439,"Into MPA","2","3.8978587","1.206896552","1","385","5.104755252","8.125","41.47613642",c(-87.219439, 20.497038)
237,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","ESCUELA_REEF",20.39315,-87.309763,"Into MPA","2","4.632213814","0.689655172","0","387","5.321868986","6.875","36.58784928",c(-87.309763, 20.39315)
238,"Yucatan Peninsula","QUINTANA_ROO","PLAYA_DEL CARMEN","ESFUERZO",20.603421,-87.034751,"Not protected","7","2.844075272","2.586206897","0","384","5.430282168","8.125","44.12104262",c(-87.034751, 20.603421)
239,"Northwest Mexico","BAJA_CALIFORNIA SUR","CABO_PULMO","ESPERANZA",23.424715,-109.408303,"Not take zone","49","2.699745544","0.172413793","0","117","2.872159337","4.375","12.5656971",c(-109.408303, 23.424715)
240,"Yucatan Peninsula","QUINTANA_ROO","AKUMAL","ESPONJAS",20.387919,-87.302254,"Into MPA","2","3.897674508","0.689655172","0","387","4.58732968","6.875","31.53789155",c(-87.302254, 20.387919)
241,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","ESTERO_SAN_JORGE",25.72458015,-112.07904,"Not protected","1","1.561086407","0.172413793","0","114","1.7335002","1.875","3.250312876",c(-112.07904, 25.72458015)
242,"Northwest Mexico","BAJA_CALIFORNIA SUR","COMONDU","ESTERO_SAN_RAFAEL",25.72177773,-112.0914107,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-112.0914107, 25.72177773)
243,"Gulf of Mexico","VERACRUZ","VERACRUZ","ESTUFA_DEL_DIABLO",19.15965179,-95.84971783,"Into MPA","1","2.054335316","0.862068966","0","302","2.916404281","7.5","21.87303211",c(-95.84971783, 19.15965179)
244,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","FANG_MING",24.44472222,-110.3813889,"Into MPA","57","2.013165959","0.172413793","3","29","2.185579752","5.625","12.2938861",c(-110.3813889, 24.44472222)
245,"Gulf of Mexico","VERACRUZ","VERACRUZ","FARITO_DE_ISLA_VERDE",19.19765712,-96.06841136,"Into MPA","1","2.702148923","1.896551724","3","6","4.598700647","7.5","34.49025485",c(-96.06841136, 19.19765712)
246,"Mexican Pacific","MICHOACAN","BUCERIAS","FARO_BUCERIAS",18.33938,-103.506057,"Not protected","2","1.526149533","0","0","211","1.526149533","3.75","5.723060749",c(-103.506057, 18.33938)
247,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","FARO_NORTE",25.81527667,-111.2637087,"Into MPA","9","2.779237149","0.172413793","3","35","2.951650943","4.375","12.91347287",c(-111.2637087, 25.81527667)
248,"Yucatan Peninsula","QUINTANA_ROO","MAHAHUAL","FARO_NUEVO",18.72442158,-87.69570351,"Not protected","NA","NA","NA","NA","NA","NA","NA","NA",c(-87.69570351, 18.72442158)
249,"Northwest Mexico","BAJA_CALIFORNIA SUR","LORETO","FARO_SUR",25.81510074,-111.2590392,"Into MPA","5","2.729981268","0.172413793","3","35","2.902395062","4.375","12.69797839",c(-111.2590392, 25.81510074)
250,"Northwest Mexico","BAJA_CALIFORNIA SUR","LA_PAZ","FERRY_SALVATIERRA",24.383475,-110.31107,"Into MPA","58","2.277883765","0.689655172","3","29","2.967538937","5.625","16.69240652",c(-110.31107, 24.383475)
251,"Mexican Pacific","OAXACA","HUATULCO","FIESTA",15.68172062,-96.23659044,"Not protected","8","2.148796731","0.344827586","3","226","2.493624317","8.75","21.81921278",c(-96.23659044, 15.68172062)
